ID,Annotator,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
27483,15,Not all Moslems are terrorists .....but nearly all terrorists are Moslem  #SpeakFreely,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27483,10,Not all Moslems are terrorists .....but nearly all terrorists are Moslem  #SpeakFreely,0,0,0,0,,,,,,,,,,
27483,8,Not all Moslems are terrorists .....but nearly all terrorists are Moslem  #SpeakFreely,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
546,4,Another perverted Catholic priest.  Deplorable reprobates!  http://via.wnep.com/Uo5Vz,0,0,0,0,,,,,,,,,,
546,15,Another perverted Catholic priest.  Deplorable reprobates!  http://via.wnep.com/Uo5Vz,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
546,10,Another perverted Catholic priest.  Deplorable reprobates!  http://via.wnep.com/Uo5Vz,0,0,0,0,,,,,,,,,,
546,8,Another perverted Catholic priest.  Deplorable reprobates!  http://via.wnep.com/Uo5Vz,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
761,15,Well... fuck you too Spotify. A disgusting picture designed to humiliate the White people of Australia...,1,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
761,4,Well... fuck you too Spotify. A disgusting picture designed to humiliate the White people of Australia...,0,0,0,1,,,,,,,,,,
761,10,Well... fuck you too Spotify. A disgusting picture designed to humiliate the White people of Australia...,0,0,0,0,,,,,,,,,,
761,8,Well... fuck you too Spotify. A disgusting picture designed to humiliate the White people of Australia...,1,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
761,14,Well... fuck you too Spotify. A disgusting picture designed to humiliate the White people of Australia...,1,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
888,4,"Texans in the vast plains, rivers, and the farmlands must gather, arm up, and declare independence from the United States of America. We are a nation of warriors that fell at the Alamo only to rise victorious, just as the Spartans did in the narrow pass against the Persians.  The USA needs us. We do not need those sickening fucktards",0,0,0,1,,,,,,,,,,
888,15,"Texans in the vast plains, rivers, and the farmlands must gather, arm up, and declare independence from the United States of America. We are a nation of warriors that fell at the Alamo only to rise victorious, just as the Spartans did in the narrow pass against the Persians.  The USA needs us. We do not need those sickening fucktards",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
888,8,"Texans in the vast plains, rivers, and the farmlands must gather, arm up, and declare independence from the United States of America. We are a nation of warriors that fell at the Alamo only to rise victorious, just as the Spartans did in the narrow pass against the Persians.  The USA needs us. We do not need those sickening fucktards",1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
888,10,"Texans in the vast plains, rivers, and the farmlands must gather, arm up, and declare independence from the United States of America. We are a nation of warriors that fell at the Alamo only to rise victorious, just as the Spartans did in the narrow pass against the Persians.  The USA needs us. We do not need those sickening fucktards",0,0,0,0,,,,,,,,,,
1301,4,A church in Berlin was damaged after unknown attackers pelted stones at the building while shouting “Allahu Akbar!” https://www.infowars.com/berlin-attackers-hurl-sto...,0,0,0,0,,,,,,,,,,
1301,10,A church in Berlin was damaged after unknown attackers pelted stones at the building while shouting “Allahu Akbar!” https://www.infowars.com/berlin-attackers-hurl-sto...,0,0,0,0,,,,,,,,,,
1301,8,A church in Berlin was damaged after unknown attackers pelted stones at the building while shouting “Allahu Akbar!” https://www.infowars.com/berlin-attackers-hurl-sto...,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1301,14,A church in Berlin was damaged after unknown attackers pelted stones at the building while shouting “Allahu Akbar!” https://www.infowars.com/berlin-attackers-hurl-sto...,1,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1302,4,A physician and former Green Beret has tweeted about the dangers of the ‘body positivity’ movement after Cosmopolitan featured an obese model on the cover of its UK edition. https://www.infowars.com/physician-warns-about-dan...,0,0,0,0,,,,,,,,,,
1302,10,A physician and former Green Beret has tweeted about the dangers of the ‘body positivity’ movement after Cosmopolitan featured an obese model on the cover of its UK edition. https://www.infowars.com/physician-warns-about-dan...,0,0,0,0,,,,,,,,,,
1302,8,A physician and former Green Beret has tweeted about the dangers of the ‘body positivity’ movement after Cosmopolitan featured an obese model on the cover of its UK edition. https://www.infowars.com/physician-warns-about-dan...,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1302,14,A physician and former Green Beret has tweeted about the dangers of the ‘body positivity’ movement after Cosmopolitan featured an obese model on the cover of its UK edition. https://www.infowars.com/physician-warns-about-dan...,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1314,4,"There is no such thing as a free society , Islam and communism need to go not compatible. If the United States is to survive they must be banned",0,0,0,0,,,,,,,,,,
1314,15,"There is no such thing as a free society , Islam and communism need to go not compatible. If the United States is to survive they must be banned",0,0,0,0,,,,,,,,,,
1314,10,"There is no such thing as a free society , Islam and communism need to go not compatible. If the United States is to survive they must be banned",1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1314,8,"There is no such thing as a free society , Islam and communism need to go not compatible. If the United States is to survive they must be banned",1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1314,14,"There is no such thing as a free society , Islam and communism need to go not compatible. If the United States is to survive they must be banned",0,0,0,0,,,,,,,,,,
1320,4,Commies  They need to be driven from this world. Now. And forever Misanthrope,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,15,Commies  They need to be driven from this world. Now. And forever Misanthrope,0,0,0,0,,,,,,,,,,
1320,10,Commies  They need to be driven from this world. Now. And forever Misanthrope,0,0,0,0,,,,,,,,,,
1320,8,Commies  They need to be driven from this world. Now. And forever Misanthrope,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1325,4,To the human Catholic clergy You damn fools to allow this to happen Homosexuals The smoke of Satan Misanthrope,0,0,0,1,,,,,,,,,,
1325,15,To the human Catholic clergy You damn fools to allow this to happen Homosexuals The smoke of Satan Misanthrope,0,0,0,0,,,,,,,,,,
1325,10,To the human Catholic clergy You damn fools to allow this to happen Homosexuals The smoke of Satan Misanthrope,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1325,8,To the human Catholic clergy You damn fools to allow this to happen Homosexuals The smoke of Satan Misanthrope,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1447,4,"Top Psychiatrist: Today’s Left Are Mentally Ill https://yournewswire.com/psychiatrist-left-mentall... via @yournewswire    we already knew this, but it's nice to have it officially confirmed.",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1447,15,"Top Psychiatrist: Today’s Left Are Mentally Ill https://yournewswire.com/psychiatrist-left-mentall... via @yournewswire    we already knew this, but it's nice to have it officially confirmed.",0,0,0,0,,,,,,,,,,
1447,10,"Top Psychiatrist: Today’s Left Are Mentally Ill https://yournewswire.com/psychiatrist-left-mentall... via @yournewswire    we already knew this, but it's nice to have it officially confirmed.",0,0,0,0,,,,,,,,,,
1447,8,"Top Psychiatrist: Today’s Left Are Mentally Ill https://yournewswire.com/psychiatrist-left-mentall... via @yournewswire    we already knew this, but it's nice to have it officially confirmed.",1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1666,4,John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,0,0,0,0,,,,,,,,,,
1666,15,John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1666,10,John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,0,0,0,0,,,,,,,,,,
1666,8,John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2058,4,That Time Telco Lobbyists Sent Me All Their Talking Points About Trying To Shift The Blame To Internet Companies https://www.techdirt.com/articles/20180829/1803074...,0,0,0,0,,,,,,,,,,
2058,10,That Time Telco Lobbyists Sent Me All Their Talking Points About Trying To Shift The Blame To Internet Companies https://www.techdirt.com/articles/20180829/1803074...,0,0,0,0,,,,,,,,,,
2058,8,That Time Telco Lobbyists Sent Me All Their Talking Points About Trying To Shift The Blame To Internet Companies https://www.techdirt.com/articles/20180829/1803074...,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2058,14,That Time Telco Lobbyists Sent Me All Their Talking Points About Trying To Shift The Blame To Internet Companies https://www.techdirt.com/articles/20180829/1803074...,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2061,4,"Socialists have been claiming for a century or more that Capitalism doesn't have the facts on its side.  Losing that argument, they now claim that facts don't matter.  Rinse and repeat.",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2061,15,"Socialists have been claiming for a century or more that Capitalism doesn't have the facts on its side.  Losing that argument, they now claim that facts don't matter.  Rinse and repeat.",0,0,0,0,,,,,,,,,,
2061,10,"Socialists have been claiming for a century or more that Capitalism doesn't have the facts on its side.  Losing that argument, they now claim that facts don't matter.  Rinse and repeat.",0,0,0,0,,,,,,,,,,
2061,8,"Socialists have been claiming for a century or more that Capitalism doesn't have the facts on its side.  Losing that argument, they now claim that facts don't matter.  Rinse and repeat.",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2061,14,"Socialists have been claiming for a century or more that Capitalism doesn't have the facts on its side.  Losing that argument, they now claim that facts don't matter.  Rinse and repeat.",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2062,4,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,0,0,0,0,,,,,,,,,,
2062,15,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,0,0,0,0,,,,,,,,,,
2062,10,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,0,0,0,0,,,,,,,,,,
2062,8,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2062,14,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2063,4,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2063,15,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",0,0,0,0,,,,,,,,,,
2063,10,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",0,0,0,0,,,,,,,,,,
2063,8,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2063,14,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2243,4,"Now that Infowars has been hit by the Silicon Valley Death Star, I am amazed Twitter didn’t join in. But they are the same liberal far left trash and probably wanted to join the other kids kicking a dog when it’s down. Scum.",0,0,0,0,,,,,,,,,,
2243,15,"Now that Infowars has been hit by the Silicon Valley Death Star, I am amazed Twitter didn’t join in. But they are the same liberal far left trash and probably wanted to join the other kids kicking a dog when it’s down. Scum.",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2243,10,"Now that Infowars has been hit by the Silicon Valley Death Star, I am amazed Twitter didn’t join in. But they are the same liberal far left trash and probably wanted to join the other kids kicking a dog when it’s down. Scum.",0,0,0,0,,,,,,,,,,
2243,8,"Now that Infowars has been hit by the Silicon Valley Death Star, I am amazed Twitter didn’t join in. But they are the same liberal far left trash and probably wanted to join the other kids kicking a dog when it’s down. Scum.",1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2463,4,@alternative_right   Are you guys gonna gas me because of my Scottish roots?,0,0,0,0,,,,,,,,,,
2463,15,@alternative_right   Are you guys gonna gas me because of my Scottish roots?,0,0,0,0,,,,,,,,,,
2463,10,@alternative_right   Are you guys gonna gas me because of my Scottish roots?,0,0,0,0,,,,,,,,,,
2463,8,@alternative_right   Are you guys gonna gas me because of my Scottish roots?,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2463,14,@alternative_right   Are you guys gonna gas me because of my Scottish roots?,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2465,4,"You'd have to look at her ass... have you ever heard her sing?She's got a pretty voice, but I swear to God she has dropsy.  She sounds like she has a mouth full of peanut butter... like her mouth doesn't form words or close all the way when enunciating words.It's like listening to someone who just got back from the dentist.",0,0,0,0,,,,,,,,,,
2465,15,"You'd have to look at her ass... have you ever heard her sing?She's got a pretty voice, but I swear to God she has dropsy.  She sounds like she has a mouth full of peanut butter... like her mouth doesn't form words or close all the way when enunciating words.It's like listening to someone who just got back from the dentist.",0,0,0,0,,,,,,,,,,
2465,10,"You'd have to look at her ass... have you ever heard her sing?She's got a pretty voice, but I swear to God she has dropsy.  She sounds like she has a mouth full of peanut butter... like her mouth doesn't form words or close all the way when enunciating words.It's like listening to someone who just got back from the dentist.",1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2465,8,"You'd have to look at her ass... have you ever heard her sing?She's got a pretty voice, but I swear to God she has dropsy.  She sounds like she has a mouth full of peanut butter... like her mouth doesn't form words or close all the way when enunciating words.It's like listening to someone who just got back from the dentist.",0,0,0,0,,,,,,,,,,
2465,14,"You'd have to look at her ass... have you ever heard her sing?She's got a pretty voice, but I swear to God she has dropsy.  She sounds like she has a mouth full of peanut butter... like her mouth doesn't form words or close all the way when enunciating words.It's like listening to someone who just got back from the dentist.",1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2610,4,People are such fucking slobs. Anyone who wears flip-flops to the airport ought to be subject to execution.,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,15,People are such fucking slobs. Anyone who wears flip-flops to the airport ought to be subject to execution.,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2610,10,People are such fucking slobs. Anyone who wears flip-flops to the airport ought to be subject to execution.,0,0,0,0,,,,,,,,,,
2610,8,People are such fucking slobs. Anyone who wears flip-flops to the airport ought to be subject to execution.,0,0,0,0,,,,,,,,,,
2611,4,"Bitching on social media may be cathartic, but the best way to fight the biased lefty press is not to watch, mention, click, link, post, or refer to their lefty crap.  Even by complaining (mentioning) you’re giving them data to sell to their advertisers. Take away their ability to sell your data, take away your eyeballs and they’ll go out of business over time.",1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2611,15,"Bitching on social media may be cathartic, but the best way to fight the biased lefty press is not to watch, mention, click, link, post, or refer to their lefty crap.  Even by complaining (mentioning) you’re giving them data to sell to their advertisers. Take away their ability to sell your data, take away your eyeballs and they’ll go out of business over time.",0,0,0,0,,,,,,,,,,
2611,10,"Bitching on social media may be cathartic, but the best way to fight the biased lefty press is not to watch, mention, click, link, post, or refer to their lefty crap.  Even by complaining (mentioning) you’re giving them data to sell to their advertisers. Take away their ability to sell your data, take away your eyeballs and they’ll go out of business over time.",0,0,0,0,,,,,,,,,,
2611,8,"Bitching on social media may be cathartic, but the best way to fight the biased lefty press is not to watch, mention, click, link, post, or refer to their lefty crap.  Even by complaining (mentioning) you’re giving them data to sell to their advertisers. Take away their ability to sell your data, take away your eyeballs and they’ll go out of business over time.",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2662,4,'Front Hole'  https://www.healthline.com/health/lgbtqia-safe-sex...    Please explain the objectification of women in the current context. Thanks.,0,0,0,0,,,,,,,,,,
2662,15,'Front Hole'  https://www.healthline.com/health/lgbtqia-safe-sex...    Please explain the objectification of women in the current context. Thanks.,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2662,10,'Front Hole'  https://www.healthline.com/health/lgbtqia-safe-sex...    Please explain the objectification of women in the current context. Thanks.,0,0,0,0,,,,,,,,,,
2662,8,'Front Hole'  https://www.healthline.com/health/lgbtqia-safe-sex...    Please explain the objectification of women in the current context. Thanks.,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2713,4,"The Horrific A friend and former business partner who also is a retired policeman sent this along to me today. It describes a case he had, which was the wreckage left behind by one homosexual priest. Predators. Gay predators. Which sounds like a joke. But as my friend knows better than anyone, it most certainly is not:",1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2713,15,"The Horrific A friend and former business partner who also is a retired policeman sent this along to me today. It describes a case he had, which was the wreckage left behind by one homosexual priest. Predators. Gay predators. Which sounds like a joke. But as my friend knows better than anyone, it most certainly is not:",0,0,0,0,,,,,,,,,,
2713,10,"The Horrific A friend and former business partner who also is a retired policeman sent this along to me today. It describes a case he had, which was the wreckage left behind by one homosexual priest. Predators. Gay predators. Which sounds like a joke. But as my friend knows better than anyone, it most certainly is not:",0,0,0,0,,,,,,,,,,
2713,8,"The Horrific A friend and former business partner who also is a retired policeman sent this along to me today. It describes a case he had, which was the wreckage left behind by one homosexual priest. Predators. Gay predators. Which sounds like a joke. But as my friend knows better than anyone, it most certainly is not:",1,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2923,13,Liberal collateral damage.,0,0,0,0,,,,,,,,,,
2923,17,Liberal collateral damage.,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2923,9,Liberal collateral damage.,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2923,10,Liberal collateral damage.,0,0,0,0,,,,,,,,,,
3075,4,"Man, this delusion neckbeard has a wife who doesn't have a forehead...That cone skull ranks at least a tenhead.  Geez.https://www.thesun.co.uk/news/7148589/inside-churc...",0,0,0,0,,,,,,,,,,
3075,10,"Man, this delusion neckbeard has a wife who doesn't have a forehead...That cone skull ranks at least a tenhead.  Geez.https://www.thesun.co.uk/news/7148589/inside-churc...",1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3075,8,"Man, this delusion neckbeard has a wife who doesn't have a forehead...That cone skull ranks at least a tenhead.  Geez.https://www.thesun.co.uk/news/7148589/inside-churc...",0,0,0,0,,,,,,,,,,
3075,14,"Man, this delusion neckbeard has a wife who doesn't have a forehead...That cone skull ranks at least a tenhead.  Geez.https://www.thesun.co.uk/news/7148589/inside-churc...",1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3076,4,"Democrats really don't have a choice other than to attempt to impeach Trump...They have no single candidate that can compete with him in 2020 and the more this economy grows, the more challenging it will be to beat him.And they don't want their top leadership going to jail nor do they want to lose the SCOTUS for the next 4 decades.  They're so screwed which is why they act so desperate!",0,0,0,0,,,,,,,,,,
3076,15,"Democrats really don't have a choice other than to attempt to impeach Trump...They have no single candidate that can compete with him in 2020 and the more this economy grows, the more challenging it will be to beat him.And they don't want their top leadership going to jail nor do they want to lose the SCOTUS for the next 4 decades.  They're so screwed which is why they act so desperate!",0,0,0,0,,,,,,,,,,
3076,10,"Democrats really don't have a choice other than to attempt to impeach Trump...They have no single candidate that can compete with him in 2020 and the more this economy grows, the more challenging it will be to beat him.And they don't want their top leadership going to jail nor do they want to lose the SCOTUS for the next 4 decades.  They're so screwed which is why they act so desperate!",0,0,0,0,,,,,,,,,,
3076,8,"Democrats really don't have a choice other than to attempt to impeach Trump...They have no single candidate that can compete with him in 2020 and the more this economy grows, the more challenging it will be to beat him.And they don't want their top leadership going to jail nor do they want to lose the SCOTUS for the next 4 decades.  They're so screwed which is why they act so desperate!",1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3076,14,"Democrats really don't have a choice other than to attempt to impeach Trump...They have no single candidate that can compete with him in 2020 and the more this economy grows, the more challenging it will be to beat him.And they don't want their top leadership going to jail nor do they want to lose the SCOTUS for the next 4 decades.  They're so screwed which is why they act so desperate!",1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3079,4,I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,0,0,0,0,,,,,,,,,,
3079,15,I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3079,10,I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,0,0,0,0,,,,,,,,,,
3079,8,I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,0,0,0,0,,,,,,,,,,
