,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
10,2063,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",0.6,0.4,0.1,0.9,"The post presents a stereotypical and oversimplified view of political ideologies, but it does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence or use vulgar language. The content is more of a political opinion rather than hate speech, and it is likely to be classified as not hate speech by most annotators. Therefore, there is likely to be low disagreement among annotators, with the majority classifying it as not hate speech.","The post is a political opinion that simplifies and stereotypes political ideologies. It does not contain elements that typically constitute hate speech, such as assaults on human dignity, calls for violence, or vulgar language. As such, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement. The predicted percentages are [0.1, 0.9], indicating that 10% of annotators might classify it as hate speech due to potential perceived bias, while 90% would classify it as not hate speech.",0.5
11,2064,"If we are to succeed in Making America Great Again, we have to put a lot of effort into making Americans Great Again.",0.2,0.8,0.1,0.9,"The post does not explicitly demean or degrade any individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. The phrase 'Making America Great Again' is a political slogan that can be interpreted in various ways, but in this context, it does not contain elements of hate speech. Therefore, it is likely that most annotators would not classify this post as hate speech, resulting in low disagreement.","The post is a political statement that emphasizes the need for effort in improving the country and its citizens. It lacks any direct or indirect assaults on human dignity, calls for violence, or use of offensive language. While the phrase 'Making America Great Again' can be polarizing, it does not inherently constitute hate speech in this context. Thus, the post is likely to be classified as not hate speech by the majority of annotators, with low disagreement expected.",0.1
12,2065,"IMO-If there is anything good anywhere in the world, America had something to do with it.",0.0,1.0,0.1,0.9,"The post expresses a strong opinion about America's positive influence on global affairs. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The statement is more likely to be interpreted as a nationalistic opinion rather than hate speech. Therefore, it is expected that the majority of annotators would classify this post as not hate speech, resulting in low disagreement.","The post is a nationalistic statement that praises America's influence on global affairs. It does not demean or degrade any individuals or groups, nor does it incite violence or use offensive language. The content is clear and unlikely to be interpreted as hate speech, leading to a consensus among annotators.",0.1
13,2066,"IMO-If the Establishment media stops bashing Trump, that's when we should be concerned.",0.2,0.8,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It expresses an opinion about media coverage of a political figure, which is a common topic in political discourse. The language used is not demeaning or degrading to any individual or group based on protected characteristics, nor does it incite violence. Therefore, it is likely to be classified as not hate speech by the majority of annotators, resulting in low disagreement.","The post is a commentary on media behavior towards a political figure, Donald Trump. It suggests that media criticism is expected and implies that a lack of criticism would be concerning. This is a subjective opinion about media dynamics and does not contain elements typically associated with hate speech. As such, it is unlikely to be classified as hate speech by most annotators.",0.1
14,2467,This guy:'All the best Europeans stayed in Europe'Also this guy:'I'm an American'LMAOOOO!!,0.2,0.8,0.1,0.9,"The post appears to be a humorous or sarcastic commentary on a perceived contradiction in someone's statements about Europeans and Americans. It does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. The humor may be interpreted differently by individuals, but it is unlikely to be classified as hate speech by most annotators.","The post uses humor and sarcasm to point out a contradiction in someone's statements. It does not contain elements that typically constitute hate speech, such as demeaning language, calls for violence, or vulgarity. Therefore, it is likely that the majority of annotators would not classify this post as hate speech, resulting in low disagreement. The predicted percentages are [0.1, 0.9], with 10% potentially seeing it as hate speech due to subjective interpretations of the humor, and 90% not seeing it as hate speech.",0.1
15,3077,"John Kerry couldn't take out W in the 2004 Presidential election, so how in the hell does he plan to defeat the most popular Republican President in history?Hope he runs.  It would be an easy victory.https://www.cbsnews.com/news/john-kerry-wont-rule-...",0.0,1.0,0.1,0.9,"The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is a political opinion about John Kerry's chances in an election, which is a common topic in political discourse. The language used is not demeaning or degrading, nor does it incite violence or use profanity. Therefore, it is likely that the majority of annotators would not classify this as hate speech, leading to low disagreement.","The post is a political commentary on John Kerry's potential candidacy and does not exhibit characteristics of hate speech. It lacks any demeaning language, calls for violence, or offensive language. The content is straightforward and unlikely to be interpreted as hate speech by most annotators, resulting in low disagreement. Predicted percentages: [0.1, 0.9].",0.1
16,3078,So David Brock's shitposters are back?I haven't noticed.,0.0,1.0,0.1,0.9,"The post does not appear to contain any elements of hate speech. It does not demean or degrade individuals or groups based on protected characteristics, nor does it incite violence. The use of the term 'shitposters' could be considered vulgar or offensive, but it is not directed at a specific group in a way that constitutes hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post mentions 'David Brock's shitposters' but does not contain any explicit hate speech elements. The term 'shitposters' is informal and could be seen as offensive, but it is not inherently a hate speech term. The post lacks context that would suggest it is demeaning or inciting violence against a protected group. As such, it is likely that the majority of annotators would not classify this as hate speech, resulting in low disagreement.",0.1
17,3079,I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,0.4,0.6,0.1,0.9,"The post makes a reference to a past incident involving Ariana Grande licking a donut, which was widely publicized and criticized. The mention of Bill Clinton could be interpreted as a crude joke, possibly alluding to his past scandals. However, the post does not explicitly demean or degrade any individual or group based on protected characteristics, nor does it call for violence. The language used is not overtly vulgar or offensive, though it may be considered in poor taste. Given the lack of clear hate speech elements, annotators are likely to agree that this post is not hate speech, resulting in low disagreement.","The post references a past incident involving Ariana Grande and makes a suggestive joke involving Bill Clinton. While the joke may be considered in poor taste, it does not explicitly attack or demean any individual or group based on protected characteristics, nor does it incite violence. The language is not overtly vulgar or offensive, though it may be seen as inappropriate by some. Overall, the post lacks clear elements of hate speech, leading to a likely consensus among annotators that it is not hate speech. Therefore, I predict low disagreement with a higher percentage of annotators classifying it as not hate speech.",0.30000000000000004
18,3081,"So the media believes they have a 'gotcha' moment with Trump's off the record comments about the Canadian trade negotiation.But by owning it and admitting he said it, he's sending a message of honesty and transparency.The public knows how important these trade deals are to Trump, so if he'll own that publicly, is there much else he could lie about?Not really.",0.0,1.0,0.1,0.9,"The post discusses a political figure's comments on trade negotiations and frames them in a positive light, emphasizing honesty and transparency. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and unlikely to be interpreted as hate speech, leading to a low likelihood of disagreement among annotators.",The post is a commentary on a political figure's actions and does not exhibit characteristics of hate speech. It is likely to be classified as not hate speech by the majority of annotators.,0.1
19,3082,Trump admits that he made the 'off the record' comments regarding the Canadian negotiations...And he doesn't care because he knows we have the stronger negotiating position.This changes nothing and sets the clear tone for what Canada has to do if they want to make a deal.,0.2,0.8,0.1,0.9,"The post discusses a political negotiation scenario involving Trump and Canada. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and focuses on political strategy rather than any form of hate speech. Therefore, it is likely that the majority of annotators would not classify this post as hate speech, leading to low disagreement.","The post is a straightforward commentary on political negotiations and does not exhibit characteristics of hate speech. It lacks any demeaning language, incitement to violence, or offensive language. As such, it is unlikely to be classified as hate speech by most annotators, resulting in low disagreement.",0.1
20,3083,Do you need evidence that Progressives are intellectually superior to the rest of us?Here you go:  'Front Hole',0.6,0.4,0.1,0.9,"The post does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it incite violence. It uses the term 'Front Hole,' which may be considered offensive or vulgar by some, but it is not directed at a specific group in a way that constitutes hate speech. The post seems to be more of a sarcastic or mocking statement rather than a direct attack. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post does not explicitly demean or degrade individuals or groups based on protected characteristics, nor does it incite violence. It uses the term 'Front Hole,' which may be considered offensive or vulgar by some, but it is not directed at a specific group in a way that constitutes hate speech. The post seems to be more of a sarcastic or mocking statement rather than a direct attack. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.",0.5
21,3251,Fantastic investigative work done by Corey Lynn: Connecting the dots between the global warming scam and child trafficking..Clinton connection of course. Shipwrecked on Ten Islands with Clinton's and Brandson https://coreysdigs.com/clinton-foundation/shipwrec...,0.0,1.0,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a conspiracy theory post linking global warming and child trafficking with the Clintons, which may be seen as misleading or false information but does not meet the criteria for hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, resulting in low disagreement.","The post discusses a conspiracy theory involving global warming, child trafficking, and the Clintons. It does not contain explicit hate speech elements such as demeaning language, calls for violence, or offensive language. The content is more likely to be seen as misinformation rather than hate speech, leading to a prediction of low disagreement among annotators. The estimated percentages are 10% for hate speech and 90% for not hate speech.",0.1
22,3252,Antifa Protesting George Soros for non payment. Soros where's our money...... https://twitter.com/Jamierodr10/status/10356866243...,0.0,1.0,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a satirical or humorous comment about Antifa and George Soros, which may be interpreted as a political statement rather than hate speech. The lack of direct hate speech elements suggests that most annotators would not classify it as hate speech, leading to low disagreement.","The post is a satirical comment about Antifa and George Soros, suggesting a humorous or sarcastic tone rather than hate speech. It does not contain explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity. Therefore, it is likely that most annotators would not classify it as hate speech, resulting in low disagreement.",0.1
23,3423,"A top #Israeli #soccer team has added ""#Trump"" to their name in honor of the U.S. president:  https://www.mirror.co.uk/sport/football/news/top-israeli-football-team-adds-12529965",0.0,1.0,0.05,0.95,"The post is a straightforward news update about an Israeli soccer team adding 'Trump' to their name in honor of the U.S. president. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is neutral and factual, making it unlikely to be classified as hate speech by most annotators. Therefore, there is likely to be low disagreement among annotators, with the majority classifying it as not hate speech.","The post is a straightforward news update about an Israeli soccer team adding 'Trump' to their name in honor of the U.S. president. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is neutral and factual, making it unlikely to be classified as hate speech by most annotators. Therefore, there is likely to be low disagreement among annotators, with the majority classifying it as not hate speech.",0.05
24,3842,SIGN PETITION! Protect Free Speech in the Digital Public Square  https://petitions.whitehouse.gov/petition/protect-...,0.0,1.0,0.1,0.9,"The post is a call to action to sign a petition to protect free speech. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and does not exhibit characteristics of hate speech, leading to a likely consensus among annotators that it is not hate speech.","The post is a straightforward call to action to sign a petition related to free speech. It does not contain any elements that would typically be classified as hate speech, such as demeaning language, incitement to violence, or offensive language. Therefore, it is likely that the majority of annotators would agree that this post is not hate speech, resulting in low disagreement. The predicted percentages are [0.1, 0.9], indicating that 10% might classify it as hate speech due to potential concerns about the context of 'free speech' discussions, but 90% would not classify it as hate speech.",0.1
25,3844,"I'd Leave! A plan to merge T-Mobile 7 Sprint, 2 billion dollar wireless conglomerates, will result in the loss of nearly 29,000 American jobs, a report by the leading union for communication workers reveals. https://www.breitbart.com/big-government/2018/08/3...",0.2,0.8,0.1,0.9,"The post discusses a merger between T-Mobile and Sprint and its potential impact on American jobs. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is factual and related to economic and employment issues, which are not typically associated with hate speech. Therefore, it is likely that the majority of annotators would not classify this post as hate speech, resulting in low disagreement.","The post is about a corporate merger and its economic implications, specifically job losses. It does not contain elements of hate speech as defined by the aspects provided. The language is neutral and factual, focusing on the business and employment impact rather than any group or individual. This would likely lead to a consensus among annotators that it is not hate speech.",0.1
26,3845,"2/3 of Republicans and a 1/3 of independents think special counsel Robert Mueller’s #Russia investigation should be shut down, according to a new Axios poll. https://www.breitbart.com/big-government/2018/08/3...",0.0,1.0,0.0,1.0,"The post is a factual statement about a poll result regarding opinions on the Mueller investigation. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be classified as hate speech by annotators, leading to low disagreement and a high consensus that it is not hate speech.","The post is a factual statement about a poll result regarding opinions on the Mueller investigation. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be classified as hate speech by annotators, leading to low disagreement and a high consensus that it is not hate speech.",0.0
27,3846,Neil Armstrong Movie Starring Canadian Ryan Gosling Doesn’t Feature planting of American Flag on Moon Surface #BoycottFirstMan https://www.breitbart.com/big-hollywood/2018/08/30...,0.0,1.0,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity and offensive language. It appears to be a statement about a movie and a call to boycott it, which is a form of protest rather than hate speech. The hashtag #BoycottFirstMan suggests a political or cultural disagreement rather than hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post discusses a movie and a perceived omission of a historical event, which some may find controversial. However, it does not contain language that degrades individuals or groups, incites violence, or uses offensive language. The call to boycott is a form of protest, not hate speech. Thus, it is likely that 10% of annotators might see it as hate speech due to the political nature of the boycott, while 90% would not.",0.1
28,3847,"In-N-Out Refuses to Back Down, Responds to Democrats Boycotting Them with Fierce Statement.  Yikes. That’s the chair of the California Democratic Party acting like he’s ten years old. https://www.chicksonright.com/youngcons/2018/08/31...",0.4,0.6,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a commentary on a political situation involving a boycott and a response from a company, with a critical remark about a political figure's behavior. The language used is not inherently hateful or degrading, and the post seems to be more of a political opinion or critique rather than hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post discusses a political situation involving a boycott and a company's response, with a critical remark about a political figure's behavior. It does not contain explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity. The language is more of a political critique rather than hate speech, suggesting low disagreement among annotators.",0.30000000000000004
29,4260,Change My Mind: Trump Is Not A Fascist https://www.blazingcatfur.ca/2018/09/01/change-my-...,0.0,1.0,0.1,0.9,"The post appears to be a statement inviting discussion or debate about whether Trump is a fascist. It does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. The phrase 'Change My Mind' suggests an openness to dialogue rather than a definitive statement of hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post 'Change My Mind: Trump Is Not A Fascist' is likely to be interpreted as a prompt for discussion rather than an expression of hate speech. It does not contain language that degrades individuals or groups, incites violence, or uses offensive language. As such, it is expected that a majority of annotators would classify it as not hate speech, resulting in low disagreement. Predicted percentages: [0.1, 0.9].",0.1
30,4351,"While Democrats play the race card, we play the Trump cardJobs, Jobs, Jobs, equals a win for all https://canadafreepress.com/article/jobs-jobs-jobs...",0.4,0.6,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a political statement contrasting Democrats and Trump supporters, focusing on job creation. The phrase 'play the race card' could be seen as dismissive of racial issues, but it is not overtly demeaning or degrading. Therefore, it is likely to be classified as not hate speech by most annotators, with low disagreement.","The post contrasts political strategies, mentioning 'race card' and 'Trump card' in the context of job creation. It lacks explicit hate speech elements like demeaning language, calls for violence, or vulgarity. The phrase 'play the race card' might be seen as dismissive but not overtly hateful. Likely low disagreement among annotators, with most classifying it as not hate speech.",0.30000000000000004
31,4352,"Trump threatens to withdraw from World Trade Organization If the World Trade Organization doesn't 'shape up,' President Donald Trump told Bloomberg he would pull the United States out. https://www.cnbc.com/2018/08/30/trump-threatens-to...",0.0,1.0,0.1,0.9,"The post is a straightforward news report about a statement made by President Donald Trump regarding the World Trade Organization. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be classified as hate speech by most annotators, leading to low disagreement.","The post is a news report about President Donald Trump's statement on the World Trade Organization. It does not contain any elements of hate speech, such as assaults on human dignity, calls for violence, or vulgar language. As a result, it is expected that the majority of annotators would classify it as not hate speech, resulting in low disagreement.",0.1
32,4353,"DIGITAL DETOXIFY: Britain's Scroll Free SeptemberLOL! Social Media Suppression Here to Save Your Body Image,  Not the Nation Scroll Free September wants people to only give up social media activity for a month. https://canadafreepress.com/article/lol-social-med...",0.0,1.0,0.0,1.0,"The post is a commentary on a social media campaign called 'Scroll Free September' and does not contain any elements of hate speech. It does not demean or degrade any individuals or groups, nor does it incite violence or use vulgar or offensive language. The content is straightforward and unlikely to be interpreted as hate speech, leading to a low disagreement among annotators.",The post discusses a social media campaign and does not exhibit any characteristics of hate speech. It is unlikely to be classified as hate speech by annotators.,0.0
33,4354,Explosive Ivy League Study Repressed For Finding Transgender Kids May Be A Social Contagion http://thefederalist.com/2018/08/31/explosive-ivy-...,0.4,0.6,0.4,0.6,"The post references a controversial study about transgender kids, which may be interpreted as demeaning or degrading to transgender individuals by suggesting their identity is a 'social contagion.' This could be seen as an assault on human dignity. However, the post itself does not contain explicit calls for violence or use vulgar or offensive language. The interpretation of the post as hate speech may vary based on the reader's views on the legitimacy and implications of the study, leading to moderate disagreement among annotators.","The post discusses a study about transgender kids and uses the term 'social contagion,' which can be seen as demeaning to transgender individuals. This aspect may lead some annotators to classify it as hate speech due to perceived assaults on human dignity. However, the post lacks explicit calls for violence or vulgar language, which might lead others to classify it as not hate speech. The disagreement is moderate, as the interpretation depends on the reader's perspective on the study's implications.",0.0
34,4355,"President Trump has a little can of whoopass for Cuba, Venezuela and Nicaragua...By Monica Showalter President Trump has always been adept at spotting talent, and he's reeled in a big one with his new appointment of Mauricio Claver-Carone, to the top White House post on Latin America.  https://www.americanthinker.com/blog/2018/08/presi......",0.0,1.0,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity and offensive language. The phrase 'little can of whoopass' is colloquial and may be interpreted as a metaphor for taking strong action or being assertive, rather than a literal call for violence. The post is more focused on political appointments and strategy rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.","The post discusses President Trump's political strategy and appointments, using a colloquial phrase that is not inherently violent or offensive. It lacks elements of hate speech, such as demeaning language or incitement to violence, leading to a prediction of low disagreement among annotators.",0.1
35,4358,"ELYRIA — A former Oberlin College instructor and an activist for indigenous people was sentenced to prison for stealing more than $77,000 in federal grants designed to help Native Americans. http://www.chroniclet.com/cops-and-courts/2018/08/...",0.2,0.8,0.1,0.9,"The post is a straightforward news report about a former instructor being sentenced for stealing federal grants. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is factual and lacks any elements that would typically be associated with hate speech. Therefore, it is likely that the majority of annotators would classify this post as not hate speech, resulting in low disagreement.","The post is a factual news report about a legal case involving theft of federal grants. It does not contain any elements of hate speech, such as assaults on human dignity, calls for violence, or vulgar language. The content is clear and straightforward, leading to a likely consensus among annotators that it is not hate speech. Therefore, I predict a low percentage of annotators would classify it as hate speech, with the majority recognizing it as a non-hate speech post.",0.1
36,4359,We are trying very hard to keep a straightface but we had to add this news. An animal rights advocate wants to place a roadside memorial in Maine to remember thousands of lobsters killed in a highway wreck Weird that they didn't say a damn thing about muzzie s torturing and killing all those animals a few days ago. http://www.dailymail.co.uk/news/article-6115919/PE......,0.0,1.0,0.7,0.3,"The post contains a derogatory term 'muzzie' which is a slur against Muslims, falling under the category of 'Assaults on Human Dignity'. This use of offensive language is likely to be interpreted as hate speech by a significant portion of annotators. However, the post does not explicitly call for violence or use vulgar language beyond the slur. The context of comparing animal rights advocacy to a perceived lack of concern for animal welfare by Muslims may lead to some disagreement among annotators, but the presence of the slur suggests a higher likelihood of being classified as hate speech.","The post uses a derogatory term 'muzzie' which is a slur against Muslims, indicating an assault on human dignity. This aspect of the post is likely to be interpreted as hate speech by many annotators. However, the post does not explicitly call for violence or use vulgar language beyond the slur. The context of the post, which contrasts animal rights advocacy with a perceived lack of concern for animal welfare by Muslims, may lead to some disagreement among annotators. Despite this, the presence of the slur suggests a higher likelihood of being classified as hate speech, leading to an estimated 70% of annotators labeling it as such, while 30% may not due to the lack of explicit calls for violence or additional offensive language.",0.7
