,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
10,2062,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,0.4,0.6,0.1,0.9,"The post expresses a critical opinion about the Roman Catholic Church, suggesting it is corrupt and in need of reformation. However, it does not demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. The post is more likely to be interpreted as a call for institutional change rather than hate speech. Therefore, there is likely to be low disagreement among annotators, with most classifying it as not hate speech.","The post is a critique of an institution rather than an attack on individuals or groups based on protected characteristics. It does not contain calls for violence or offensive language. The focus is on institutional reform, which is a legitimate expression of opinion. Thus, the likelihood of it being classified as hate speech is low.",0.30000000000000004
11,2063,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",0.6,0.4,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It presents a political opinion that may be seen as biased or stereotypical, but it does not meet the criteria for hate speech. Therefore, it is likely that the majority of annotators would not classify this as hate speech, resulting in low disagreement.","The post is a political opinion that contrasts the characteristics of right-wing and left-wing individuals in America. It does not contain language that degrades or dehumanizes individuals based on protected characteristics, nor does it incite violence or use offensive language. While it may be seen as a generalization or stereotype, it does not meet the criteria for hate speech. As such, it is likely that most annotators would agree that this post is not hate speech, leading to low disagreement.",0.5
12,2064,"If we are to succeed in Making America Great Again, we have to put a lot of effort into making Americans Great Again.",0.2,0.8,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a political statement that emphasizes improvement or greatness without targeting any specific group or using derogatory language. Therefore, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.","The post is a political statement that does not explicitly target any group or use offensive language. It is likely to be interpreted as a call for national improvement rather than hate speech. Thus, the prediction is that 10% of annotators might classify it as hate speech due to potential political bias, while 90% would not.",0.1
13,2065,"IMO-If there is anything good anywhere in the world, America had something to do with it.",0.0,1.0,0.1,0.9,"The post expresses a strong opinion about America's positive influence on global affairs. It does not contain any elements that demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use vulgar language. The content is more likely to be interpreted as a nationalistic opinion rather than hate speech, leading to a low likelihood of annotators classifying it as hate speech.","The post is a nationalistic statement that attributes positive global developments to America's influence. It does not target any specific group or individual in a derogatory manner, nor does it incite violence or use offensive language. Therefore, it is unlikely to be classified as hate speech by most annotators, resulting in low disagreement.",0.1
14,2066,"IMO-If the Establishment media stops bashing Trump, that's when we should be concerned.",0.2,0.8,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity and offensive language. It expresses a political opinion about media coverage of a political figure, which is a common topic of discussion and debate. The language used is not demeaning or degrading to any individual or group based on protected characteristics, nor does it incite violence. Therefore, it is likely that the majority of annotators would not classify this post as hate speech, leading to low disagreement.","The post is a political opinion about media coverage of a political figure, specifically Donald Trump. It does not contain any explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity and offensive language. The language is neutral and does not target any specific group or individual based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics. It is unlikely to be interpreted as hate speech by most annotators, resulting in low disagreement.",0.1
15,2463,@alternative_right   Are you guys gonna gas me because of my Scottish roots?,0.4,0.6,0.6,0.4,"The post contains a reference to 'gassing,' which can be interpreted as a call for violence or a reference to historical acts of violence, such as the Holocaust. This could be seen as an assault on human dignity, especially if interpreted as a threat or a trivialization of genocide. However, the post is phrased as a question and could be interpreted as sarcastic or rhetorical, which introduces ambiguity. The mention of 'Scottish roots' does not directly relate to a protected characteristic typically associated with hate speech, adding to the complexity. Given these factors, there is likely to be moderate disagreement among annotators, with some viewing it as hate speech due to the violent reference, while others may see it as non-hate speech due to its ambiguous and potentially sarcastic tone.","The post contains a reference to 'gassing,' which can be interpreted as a call for violence or a reference to historical acts of violence, such as the Holocaust. This could be seen as an assault on human dignity, especially if interpreted as a threat or a trivialization of genocide. However, the post is phrased as a question and could be interpreted as sarcastic or rhetorical, which introduces ambiguity. The mention of 'Scottish roots' does not directly relate to a protected characteristic typically associated with hate speech, adding to the complexity. Given these factors, there is likely to be moderate disagreement among annotators, with some viewing it as hate speech due to the violent reference, while others may see it as non-hate speech due to its ambiguous and potentially sarcastic tone.",0.19999999999999996
16,2465,"You'd have to look at her ass... have you ever heard her sing?She's got a pretty voice, but I swear to God she has dropsy.  She sounds like she has a mouth full of peanut butter... like her mouth doesn't form words or close all the way when enunciating words.It's like listening to someone who just got back from the dentist.",0.4,0.6,0.1,0.9,"The post primarily critiques a person's singing ability and voice, using a metaphor comparing it to having a mouth full of peanut butter. While it uses informal and potentially offensive language ('ass' and 'swear to God'), it does not target any protected characteristic such as race, gender, or religion. There is no call for violence or use of slurs. The post is more of a personal critique rather than hate speech, leading to a likely consensus among annotators that it is not hate speech.","The post critiques a singer's voice in a humorous and informal manner. It does not attack any protected characteristic or incite violence. The language, while informal, is not overtly offensive or vulgar in a way that constitutes hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, resulting in low disagreement.",0.30000000000000004
17,2467,This guy:'All the best Europeans stayed in Europe'Also this guy:'I'm an American'LMAOOOO!!,0.2,0.8,0.1,0.9,"The post appears to be a humorous or sarcastic commentary on a perceived contradiction in someone's statements about Europeans and Americans. It does not explicitly demean or degrade any group based on protected characteristics, nor does it incite violence or use vulgar language. The humor may be subjective, but it is unlikely to be interpreted as hate speech by most annotators, leading to low disagreement.","The post is a sarcastic remark pointing out a contradiction in someone's statements about Europeans and Americans. It does not contain elements that typically constitute hate speech, such as demeaning language, calls for violence, or vulgarity. The humor is subjective, but it is unlikely to be seen as hate speech by most annotators, resulting in low disagreement.",0.1
18,3076,"Democrats really don't have a choice other than to attempt to impeach Trump...They have no single candidate that can compete with him in 2020 and the more this economy grows, the more challenging it will be to beat him.And they don't want their top leadership going to jail nor do they want to lose the SCOTUS for the next 4 decades.  They're so screwed which is why they act so desperate!",0.4,0.6,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It is a political opinion piece expressing a viewpoint on the Democratic Party's strategy regarding Trump. The language used is not demeaning or degrading towards any protected group, nor does it incite violence. The post is likely to be interpreted as a political commentary rather than hate speech, leading to low disagreement among annotators.","The post is a political commentary on the Democratic Party's strategy concerning Trump. It does not contain elements of hate speech as defined by the aspects provided. The language is not demeaning or degrading towards any protected group, nor does it incite violence or use offensive language. Therefore, it is likely that most annotators would not classify this as hate speech, resulting in low disagreement. The predicted percentages are [0.1, 0.9], indicating that 10% might see it as hate speech due to subjective interpretation, while 90% would not.",0.30000000000000004
19,3077,"John Kerry couldn't take out W in the 2004 Presidential election, so how in the hell does he plan to defeat the most popular Republican President in history?Hope he runs.  It would be an easy victory.https://www.cbsnews.com/news/john-kerry-wont-rule-...",0.0,1.0,0.1,0.9,"The post does not contain any elements that clearly fall into the categories of hate speech. It does not demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The content is a political opinion about John Kerry's chances in an election, which is unlikely to be interpreted as hate speech. Therefore, there is likely to be low disagreement among annotators, with most classifying it as not hate speech.","The post is a political commentary on John Kerry's potential candidacy and does not exhibit characteristics of hate speech. It lacks assaults on human dignity, calls for violence, or vulgar language. Annotators are likely to agree that it is not hate speech.",0.1
20,3078,So David Brock's shitposters are back?I haven't noticed.,0.0,1.0,0.1,0.9,"The post does not appear to contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It seems to be a sarcastic or dismissive comment about a group of people referred to as 'shitposters,' which is a term often used to describe individuals who post low-quality or provocative content online. The use of the term 'shitposters' could be considered mildly offensive, but it is not directed at a protected group and lacks the severity typically associated with hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post is a sarcastic remark about 'shitposters,' which is a term used to describe people who post low-quality or provocative content online. The language is not directed at a protected group and lacks the severity typically associated with hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.",0.1
21,3079,I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,0.4,0.6,0.1,0.9,"The post makes a reference to a past incident involving Ariana Grande licking a donut, which was widely publicized. The mention of Bill Clinton in this context does not appear to demean or degrade any individual or group based on protected characteristics, nor does it incite violence. The language used is not vulgar or offensive, though it may be interpreted as a suggestive joke. Given the lack of clear hate speech elements, annotators are likely to agree that this post is not hate speech, resulting in low disagreement.","The post references a past incident involving Ariana Grande and makes a suggestive joke involving Bill Clinton. It does not contain elements that degrade or demean based on protected characteristics, nor does it incite violence or use vulgar language. The post is likely to be interpreted as a non-hate speech joke, leading to low disagreement among annotators.",0.30000000000000004
22,3081,"So the media believes they have a 'gotcha' moment with Trump's off the record comments about the Canadian trade negotiation.But by owning it and admitting he said it, he's sending a message of honesty and transparency.The public knows how important these trade deals are to Trump, so if he'll own that publicly, is there much else he could lie about?Not really.",0.0,1.0,0.1,0.9,"The post does not contain any elements that would typically be classified as hate speech. It does not demean or degrade individuals or groups based on protected characteristics, nor does it call for violence or use vulgar or offensive language. The content is focused on political commentary regarding trade negotiations and the media's portrayal of a political figure. Therefore, it is likely that there would be a high consensus among annotators that this post is not hate speech, resulting in low disagreement.","The post discusses political commentary related to trade negotiations and media portrayal without any elements of hate speech. It lacks assaults on human dignity, calls for violence, or vulgar language. Thus, it is likely to be classified as not hate speech by most annotators, leading to low disagreement.",0.1
23,3082,Trump admits that he made the 'off the record' comments regarding the Canadian negotiations...And he doesn't care because he knows we have the stronger negotiating position.This changes nothing and sets the clear tone for what Canada has to do if they want to make a deal.,0.2,0.8,0.1,0.9,"The post discusses a political negotiation scenario involving Trump and Canada. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and focuses on political strategy rather than any form of hate speech. Therefore, it is likely that the majority of annotators would not classify this as hate speech, leading to low disagreement.",The post is about political negotiations and does not exhibit characteristics of hate speech. It is unlikely to be interpreted as hate speech by most annotators.,0.1
24,3083,Do you need evidence that Progressives are intellectually superior to the rest of us?Here you go:  'Front Hole',0.6,0.4,0.3,0.7,"The post uses the term 'Front Hole,' which may be considered offensive or vulgar by some, but it does not explicitly demean or degrade individuals or groups based on protected characteristics. It also does not call for violence. The term 'Front Hole' is often used in discussions about gender-neutral language, which can be polarizing. This could lead to some annotators viewing it as offensive or demeaning, while others may see it as a neutral or progressive term. Therefore, there is likely to be some disagreement among annotators, but not to a high degree, as the post does not clearly fall into the hate speech categories.","The post uses a term that may be considered offensive or vulgar by some, but it does not explicitly demean or degrade individuals or groups based on protected characteristics. It also does not call for violence. The term 'Front Hole' is often used in discussions about gender-neutral language, which can be polarizing. This could lead to some annotators viewing it as offensive or demeaning, while others may see it as a neutral or progressive term. Therefore, there is likely to be some disagreement among annotators, but not to a high degree, as the post does not clearly fall into the hate speech categories.",0.3
25,3248,"Just waxed my snowboard and had my coat cleaned, they say it's going to be a cold winter. I'm not excited at all winter is on it's way! :)",0.0,1.0,0.0,1.0,"The post is a personal statement about preparing for winter and does not contain any elements of hate speech. It does not demean or degrade any individuals or groups, does not call for violence, and does not use vulgar or offensive language. Therefore, it is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.","The post is a personal statement about preparing for winter and does not contain any elements of hate speech. It does not demean or degrade any individuals or groups, does not call for violence, and does not use vulgar or offensive language. Therefore, it is likely that all annotators would agree that this post is not hate speech, resulting in low disagreement.",0.0
26,3251,Fantastic investigative work done by Corey Lynn: Connecting the dots between the global warming scam and child trafficking..Clinton connection of course. Shipwrecked on Ten Islands with Clinton's and Brandson https://coreysdigs.com/clinton-foundation/shipwrec...,0.0,1.0,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity and offensive language. It appears to be a conspiracy theory post linking global warming and child trafficking with the Clintons, which may be seen as misleading or false information but does not fall under the typical categories of hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post is a conspiracy theory linking global warming and child trafficking with the Clintons. It does not contain explicit hate speech elements such as assaults on human dignity, calls for violence, or vulgarity. It is more likely to be seen as misinformation rather than hate speech, resulting in low disagreement among annotators.",0.1
27,3252,Antifa Protesting George Soros for non payment. Soros where's our money...... https://twitter.com/Jamierodr10/status/10356866243...,0.0,1.0,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a sarcastic or humorous comment about Antifa and George Soros, which is unlikely to be classified as hate speech by most annotators. Therefore, there is likely to be low disagreement among annotators, with the majority classifying it as not hate speech.","The post is a sarcastic remark about Antifa and George Soros, suggesting that Antifa is protesting Soros for not paying them. It does not contain any explicit hate speech elements such as demeaning language, calls for violence, or offensive language. The context seems to be a humorous or satirical take on a conspiracy theory, which is unlikely to be interpreted as hate speech by most annotators. Therefore, the prediction is that 10% of annotators might classify it as hate speech due to potential misinterpretation or sensitivity to the context, while 90% would classify it as not hate speech.",0.1
28,3423,"A top #Israeli #soccer team has added ""#Trump"" to their name in honor of the U.S. president:  https://www.mirror.co.uk/sport/football/news/top-israeli-football-team-adds-12529965",0.0,1.0,0.1,0.9,"The post is a straightforward news update about an Israeli soccer team adding 'Trump' to their name in honor of the U.S. president. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be considered hate speech by most annotators, leading to low disagreement.",The post is a factual statement about a soccer team and does not exhibit characteristics of hate speech.,0.1
29,3842,SIGN PETITION! Protect Free Speech in the Digital Public Square  https://petitions.whitehouse.gov/petition/protect-...,0.0,1.0,0.1,0.9,"The post is a call to action to sign a petition to protect free speech. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and does not exhibit characteristics of hate speech, leading to a likely consensus among annotators that it is not hate speech.","The post is a call to action to sign a petition to protect free speech. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and does not exhibit characteristics of hate speech, leading to a likely consensus among annotators that it is not hate speech.",0.1
30,3843,FINALLY! The FBI announced Friday the arrest of 5 NM compound suspects on federal firearms & conspiracy charges after a judge on Wed dismissed child abuse charges against 3 defendants found inside.  https://www.breitbart.com/big-government/2018/08/3...,0.0,1.0,0.1,0.9,"The post is a factual report about the arrest of suspects on federal firearms and conspiracy charges. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and unlikely to be interpreted as hate speech, leading to low disagreement among annotators.","The post is a factual report about the arrest of suspects on federal firearms and conspiracy charges. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and unlikely to be interpreted as hate speech, leading to low disagreement among annotators.",0.1
31,3844,"I'd Leave! A plan to merge T-Mobile 7 Sprint, 2 billion dollar wireless conglomerates, will result in the loss of nearly 29,000 American jobs, a report by the leading union for communication workers reveals. https://www.breitbart.com/big-government/2018/08/3...",0.2,0.8,0.1,0.9,"The post discusses a corporate merger and its potential impact on jobs, without any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is a straightforward report on a business matter, likely leading to a consensus among annotators that it is not hate speech.","The post is a factual statement about a corporate merger and its potential impact on employment. It does not contain any elements of hate speech as it does not demean any group, incite violence, or use offensive language. Therefore, it is likely that the majority of annotators would agree that this post is not hate speech, resulting in low disagreement.",0.1
32,3845,"2/3 of Republicans and a 1/3 of independents think special counsel Robert Mueller’s #Russia investigation should be shut down, according to a new Axios poll. https://www.breitbart.com/big-government/2018/08/3...",0.0,1.0,0.0,1.0,"The post is a factual statement about a poll result regarding opinions on the Mueller investigation. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be classified as hate speech by any annotators, leading to low disagreement.","The post is a factual statement about a poll result regarding opinions on the Mueller investigation. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. Therefore, it is unlikely to be classified as hate speech by any annotators, leading to low disagreement.",0.0
33,3846,Neil Armstrong Movie Starring Canadian Ryan Gosling Doesn’t Feature planting of American Flag on Moon Surface #BoycottFirstMan https://www.breitbart.com/big-hollywood/2018/08/30...,0.0,1.0,0.1,0.9,"The post does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. It is a statement about a movie and a hashtag suggesting a boycott, which is a form of protest but not hate speech. The content is clear and unlikely to be interpreted as hate speech, leading to low disagreement among annotators.","The post discusses a movie about Neil Armstrong and mentions a boycott due to the absence of the American flag planting scene. It does not contain elements of hate speech as it does not demean any group, incite violence, or use offensive language. Therefore, it is likely that most annotators would not classify this as hate speech, resulting in low disagreement.",0.1
34,3847,"In-N-Out Refuses to Back Down, Responds to Democrats Boycotting Them with Fierce Statement.  Yikes. That’s the chair of the California Democratic Party acting like he’s ten years old. https://www.chicksonright.com/youngcons/2018/08/31...",0.4,0.6,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a political commentary on a situation involving a boycott and a response from a company. The language used is not demeaning or degrading, nor does it incite violence. The phrase 'acting like he’s ten years old' is a metaphorical expression of immaturity rather than an attack on human dignity. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post is a commentary on a political situation involving a boycott and a company's response. It does not contain language that assaults human dignity, incites violence, or uses vulgarity. The phrase 'acting like he’s ten years old' is a metaphorical critique of behavior rather than a demeaning statement. Thus, it is unlikely to be classified as hate speech by most annotators, resulting in low disagreement.",0.30000000000000004
35,4260,Change My Mind: Trump Is Not A Fascist https://www.blazingcatfur.ca/2018/09/01/change-my-...,0.0,1.0,0.1,0.9,"The post appears to be a statement inviting debate or discussion about a political figure, specifically stating 'Trump Is Not A Fascist.' It does not contain any direct assaults on human dignity, calls for violence, or vulgarity/offensive language. The post is likely to be interpreted as a political opinion rather than hate speech, leading to low disagreement among annotators.","The post 'Change My Mind: Trump Is Not A Fascist' is a statement that invites discussion or debate about a political figure. It does not contain any elements that directly assault human dignity, incite violence, or use vulgar or offensive language. As such, it is more likely to be seen as a political opinion rather than hate speech. Therefore, there is likely to be low disagreement among annotators, with most classifying it as not hate speech. The predicted percentages are [0.1, 0.9], indicating that 10% might see it as hate speech due to subjective interpretations of political discourse, while 90% would not classify it as hate speech.",0.1
36,4351,"While Democrats play the race card, we play the Trump cardJobs, Jobs, Jobs, equals a win for all https://canadafreepress.com/article/jobs-jobs-jobs...",0.4,0.6,0.1,0.9,"The post does not contain any explicit assaults on human dignity, calls for violence, or vulgarity/offensive language. It appears to be a political statement contrasting Democrats and Trump supporters, focusing on job creation. The phrase 'play the race card' could be seen as dismissive of racial issues, but it is not overtly demeaning or degrading. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.","The post contrasts political strategies, mentioning 'race card' and 'Trump card' in the context of job creation. It lacks explicit hate speech elements like demeaning language, calls for violence, or vulgarity. The phrase 'race card' might be seen as dismissive but not overtly hateful. Likely low disagreement among annotators, with most classifying it as not hate speech.",0.30000000000000004
37,4352,"Trump threatens to withdraw from World Trade Organization If the World Trade Organization doesn't 'shape up,' President Donald Trump told Bloomberg he would pull the United States out. https://www.cnbc.com/2018/08/30/trump-threatens-to...",0.0,1.0,0.1,0.9,"The post is a news report about a statement made by President Donald Trump regarding the World Trade Organization. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is straightforward and factual, likely leading to a consensus among annotators that it is not hate speech.","The post is a factual report about a political statement made by a public figure. It does not contain elements of hate speech as defined by the aspects provided. Therefore, it is expected that the majority of annotators would classify this post as not hate speech, resulting in low disagreement.",0.1
38,4353,"DIGITAL DETOXIFY: Britain's Scroll Free SeptemberLOL! Social Media Suppression Here to Save Your Body Image,  Not the Nation Scroll Free September wants people to only give up social media activity for a month. https://canadafreepress.com/article/lol-social-med...",0.0,1.0,0.1,0.9,"The post is a commentary on a social media campaign encouraging people to take a break from social media for a month. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The tone is somewhat sarcastic, but it is not directed at any individual or group in a harmful way. Therefore, it is unlikely to be considered hate speech by most annotators, leading to low disagreement.","The post discusses a social media campaign called 'Scroll Free September' and uses a sarcastic tone to comment on its purpose. It does not target any specific group or individual with hate speech. The sarcasm is directed at the campaign itself, not at people based on protected characteristics. As such, it is unlikely to be classified as hate speech, resulting in low disagreement among annotators.",0.1
