,ID,Text,Hate_pos,Hate_neg,Hate_pos_LLM,Hate_neg_LLM,Reasoning_LLM,Raw_output_LLM,Hate_pos_diff
13,1584,"Oh really Nancy?  You're sharp as a tack these days aren't you....this must be so hard to watch.  You have no more influence and it really bothers you.  Too bad, suck it up, your days are numbered!!  Nancy Pelosi: Russia has something on Trump, explains ‘his refusal to stand up to Putin’ at summit. https://tiny.iavian.net/nue3",0.5,0.5,0.2,0.8,"The post criticizes Nancy Pelosi in a sarcastic and dismissive manner, suggesting her days are numbered. However, it does not contain any explicit assaults on human dignity, calls for violence, or use of vulgar or offensive language. The criticism is political and personal but does not clearly fall into the categories of hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post criticizes Nancy Pelosi in a sarcastic and dismissive manner, suggesting her days are numbered. However, it does not contain any explicit assaults on human dignity, calls for violence, or use of vulgar or offensive language. The criticism is political and personal but does not clearly fall into the categories of hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.",0.3
14,1617,He did fuck all except promote violence against white people give money to terrorism and try and start a racewar... Useless President who still comes up first on auto-correct after typing President ..Deepstate also.. ,0.5,0.5,0.8,0.2,"The post accuses a former president of promoting violence against white people and supporting terrorism, which can be seen as an assault on human dignity by attributing malicious intent based on race. It also uses offensive language ('fuck all') and suggests a conspiracy ('Deepstate'), which may contribute to perceptions of hate speech. The post's content is likely to lead to low disagreement among annotators due to its clear negative and accusatory tone, which aligns with aspects of hate speech.","The post accuses a former president of promoting violence against white people and supporting terrorism, which can be seen as an assault on human dignity by attributing malicious intent based on race. It also uses offensive language ('fuck all') and suggests a conspiracy ('Deepstate'), which may contribute to perceptions of hate speech. The post's content is likely to lead to low disagreement among annotators due to its clear negative and accusatory tone, which aligns with aspects of hate speech.",0.30000000000000004
15,1666,John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,0.5,0.5,0.2,0.8,"The post references a well-known incident where John McCain jokingly sang 'Bomb Iran' to the tune of 'Barbara Ann.' The post itself does not explicitly call for violence or use offensive language. It seems to be more of a commentary or association with a song, possibly implying criticism or a different perspective on McCain's actions. The use of hashtags and a YouTube link suggests a focus on music rather than hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, leading to low disagreement.","The post references John McCain's infamous 'Bomb Iran' moment and associates it with a different song, possibly implying a critical or alternative perspective. However, it does not explicitly call for violence or use offensive language. The focus on music and the use of hashtags suggest a commentary rather than hate speech. Therefore, it is likely that most annotators would not classify this as hate speech, resulting in low disagreement.",0.3
16,2058,That Time Telco Lobbyists Sent Me All Their Talking Points About Trying To Shift The Blame To Internet Companies https://www.techdirt.com/articles/20180829/1803074...,0.5,0.5,0.0,1.0,"The post appears to be a commentary on the actions of telecommunications lobbyists and their strategies. It does not contain any language that assaults human dignity, calls for violence, or uses vulgar or offensive language. The content is focused on a specific industry issue and does not exhibit characteristics of hate speech. Therefore, it is likely that annotators would agree that this post is not hate speech, resulting in low disagreement.","The post discusses telecommunications lobbyists and their tactics, which is a topic related to industry practices rather than hate speech. It lacks any elements that would categorize it as hate speech, such as demeaning language, incitement to violence, or offensive language. As a result, the post is clear in its intent and content, leading to a consensus among annotators that it is not hate speech.",0.5
17,2062,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,0.4,0.6,0.0,1.0,"The post expresses a critical opinion about the Roman Catholic Church, calling it corrupt and in need of reformation. However, it does not demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use vulgar or offensive language. The post is a personal opinion about an institution and does not fall into any of the hate speech categories. Therefore, it is likely to be classified as not hate speech by most annotators, resulting in low disagreement.","The post is a personal opinion about the Roman Catholic Church, expressing a desire for reformation due to perceived corruption. It does not contain any elements of hate speech as defined by the aspects provided. It does not assault human dignity, call for violence, or use vulgar or offensive language. The post is straightforward in its critique of an institution and is unlikely to be interpreted as hate speech by annotators. Therefore, the prediction is that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech.",0.4
18,2063,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",0.6,0.4,0.2,0.8,"The post presents a simplistic and stereotypical view of political ideologies, which may be seen as offensive to some, but it does not explicitly demean or degrade individuals based on protected characteristics, nor does it call for violence. The language used is not vulgar or overtly offensive, though it may be considered dismissive or reductive. Given the lack of explicit hate speech elements, there is likely to be low disagreement among annotators, with most classifying it as not hate speech.","The post contrasts right-wing and left-wing ideologies in a manner that could be seen as reductive or dismissive, but it does not contain elements that clearly fall into the categories of hate speech. It does not assault human dignity based on protected characteristics, nor does it call for violence or use vulgar language. Therefore, it is likely that a majority of annotators would not classify this as hate speech, resulting in low disagreement.",0.39999999999999997
19,2243,"Now that Infowars has been hit by the Silicon Valley Death Star, I am amazed Twitter didn’t join in. But they are the same liberal far left trash and probably wanted to join the other kids kicking a dog when it’s down. Scum.",0.5,0.5,0.6,0.4,"The post uses derogatory language such as 'trash' and 'scum' to describe a group of people, which could be seen as an assault on human dignity. However, it does not explicitly call for violence or use vulgar language. The post's content is somewhat ambiguous, as it could be interpreted as a critique of corporate actions rather than a direct attack on individuals or groups. This ambiguity may lead to a moderate level of disagreement among annotators.","The post criticizes Silicon Valley companies and Twitter, labeling them as 'liberal far left trash' and 'scum.' This language can be seen as demeaning and degrading, potentially falling under the category of assaults on human dignity. However, the post does not contain explicit calls for violence or use vulgar language. The context of the post is a critique of corporate actions against Infowars, which may lead to different interpretations. Some annotators may view it as hate speech due to the derogatory language, while others may see it as a strong opinion or critique. This results in a moderate level of disagreement, with an estimated 60% of annotators classifying it as hate speech and 40% not.",0.09999999999999998
20,2318,"""A place to discuss Jesus with fellow clean-living Christians"" lol that description. But wasn't christianity responsible for the tentacle hentai?",0.5,0.5,0.2,0.8,"The post makes a sarcastic remark about Christianity, associating it with 'tentacle hentai,' which is a genre of Japanese animation. While the post may be seen as offensive or irreverent to some, it does not directly assault human dignity, call for violence, or use vulgar language. The sarcastic tone and the unusual association might lead to some disagreement among annotators, but it is more likely to be seen as a non-hate speech post due to the lack of direct hate speech elements.","The post contains a sarcastic remark about Christianity, associating it with 'tentacle hentai,' which is a genre of Japanese animation. While the post may be seen as offensive or irreverent to some, it does not directly assault human dignity, call for violence, or use vulgar language. The sarcastic tone and the unusual association might lead to some disagreement among annotators, but it is more likely to be seen as a non-hate speech post due to the lack of direct hate speech elements. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.2, 0.8].",0.3
21,2590,"All across the West media tycoons are in cahoots with governments, banks and big corporations and yet no one seems to connect the dots as to why MSM is covering up the sins of the rich and powerful. What free press? It's been gone since the 19th century.",0.5,0.5,0.2,0.8,"The post criticizes media tycoons, governments, banks, and corporations for allegedly covering up the actions of the rich and powerful. It does not contain any direct assaults on human dignity, calls for violence, or use of vulgar or offensive language. The content is more of a critique of media and power structures, which is a common topic in political discourse. Therefore, it is likely to be classified as not hate speech by most annotators, with low disagreement.","The post does not exhibit characteristics of hate speech as it lacks demeaning language towards any specific group, does not incite violence, and does not use offensive language. It is a critique of media and power structures, which is a common topic in political discourse. Therefore, it is likely to be classified as not hate speech by most annotators, with low disagreement.",0.3
22,2610,People are such fucking slobs. Anyone who wears flip-flops to the airport ought to be subject to execution.,0.5,0.5,0.5,0.5,"The post contains vulgarity and offensive language, specifically the use of profanity. Additionally, it makes a hyperbolic statement about executing people for wearing flip-flops to the airport, which could be interpreted as a call for violence, albeit in a likely exaggerated and non-serious manner. The ambiguity lies in whether this statement is taken literally or as a form of hyperbolic expression, leading to potential disagreement among annotators.","The post uses offensive language and suggests a violent action (execution) for a trivial behavior (wearing flip-flops to the airport). While it is likely intended as hyperbole, the mention of execution could be interpreted as a call for violence. The use of profanity also contributes to its offensive nature. However, the hyperbolic nature of the statement may lead to differing interpretations, resulting in a balanced disagreement among annotators.",0.0
23,2611,"Bitching on social media may be cathartic, but the best way to fight the biased lefty press is not to watch, mention, click, link, post, or refer to their lefty crap.  Even by complaining (mentioning) you’re giving them data to sell to their advertisers. Take away their ability to sell your data, take away your eyeballs and they’ll go out of business over time.",0.5,0.5,0.2,0.8,"The post criticizes the 'biased lefty press' and suggests not engaging with their content as a form of protest. While it uses the term 'bitching,' which is vulgar, the post does not directly demean or degrade individuals or groups based on protected characteristics, nor does it call for violence. The language is more about media consumption strategy rather than hate speech. Therefore, it is likely to be classified as not hate speech by most annotators, with low disagreement.","The post uses some offensive language ('bitching') but does not contain elements that would strongly categorize it as hate speech. It does not assault human dignity, call for violence, or use vulgarity in a targeted or harmful way. The focus is on media strategy rather than attacking a specific group. Therefore, the post is likely to be seen as not hate speech by the majority of annotators, with low disagreement.",0.3
24,2662,'Front Hole'  https://www.healthline.com/health/lgbtqia-safe-sex...    Please explain the objectification of women in the current context. Thanks.,0.5,0.5,0.2,0.8,"The post contains a link to an article about LGBTQIA safe sex, which uses the term 'Front Hole' as an inclusive term for certain individuals. The post itself does not contain any explicit assaults on human dignity, calls for violence, or vulgarity. However, the request for an explanation of the 'objectification of women' suggests a potential interpretation of the term as objectifying, which could lead to some disagreement among annotators. Overall, the post is likely to be seen as not hate speech by most annotators, with some potential for disagreement due to differing views on the language used.","The post references a term used in an article about LGBTQIA safe sex practices. The term 'Front Hole' is intended to be inclusive of transgender and non-binary individuals. While some may view this language as objectifying or controversial, the post itself does not contain direct hate speech elements such as demeaning language, calls for violence, or offensive language. The request for an explanation of objectification may indicate a subjective interpretation, but overall, the post is likely to be classified as not hate speech by the majority of annotators, with some potential for disagreement.",0.3
25,2713,"The Horrific A friend and former business partner who also is a retired policeman sent this along to me today. It describes a case he had, which was the wreckage left behind by one homosexual priest. Predators. Gay predators. Which sounds like a joke. But as my friend knows better than anyone, it most certainly is not:",0.5,0.5,0.7,0.3,"The post uses language that could be considered demeaning towards homosexuals by associating them with predatory behavior, which falls under the 'Assaults on Human Dignity' aspect of hate speech. The use of terms like 'gay predators' can be seen as offensive and perpetuating harmful stereotypes. This could lead to a significant portion of annotators classifying it as hate speech. However, the post does not explicitly call for violence or use vulgar language, which might lead some annotators to not classify it as hate speech, resulting in some level of disagreement.","The post describes a case involving a 'homosexual priest' and uses the term 'gay predators,' which can be seen as demeaning and perpetuating negative stereotypes about homosexuals. This falls under the 'Assaults on Human Dignity' aspect of hate speech. The language used could be interpreted as offensive and harmful, leading to a higher likelihood of being classified as hate speech by annotators. However, the post does not contain explicit calls for violence or use vulgar language, which might lead some annotators to not classify it as hate speech. Therefore, there is likely to be some disagreement among annotators, but a majority may still see it as hate speech.",0.19999999999999996
26,2923,Liberal collateral damage.,0.5,0.5,0.4,0.6,"The post 'Liberal collateral damage' is quite vague and lacks context, making it difficult to definitively categorize it as hate speech. The phrase could imply a negative sentiment towards liberals, but it does not explicitly demean, degrade, or call for violence against any group. The ambiguity of the phrase may lead to different interpretations, resulting in a moderate level of disagreement among annotators. Some may see it as a harmless political statement, while others might interpret it as a subtle attack on liberals.","The post 'Liberal collateral damage' is quite vague and lacks context, making it difficult to definitively categorize it as hate speech. The phrase could imply a negative sentiment towards liberals, but it does not explicitly demean, degrade, or call for violence against any group. The ambiguity of the phrase may lead to different interpretations, resulting in a moderate level of disagreement among annotators. Some may see it as a harmless political statement, while others might interpret it as a subtle attack on liberals.",0.09999999999999998
27,3075,"Man, this delusion neckbeard has a wife who doesn't have a forehead...That cone skull ranks at least a tenhead.  Geez.https://www.thesun.co.uk/news/7148589/inside-churc...",0.5,0.5,0.4,0.6,"The post contains derogatory language aimed at an individual, using terms like 'delusion neckbeard' and 'tenhead' to mock someone's appearance. This could be seen as an assault on human dignity, as it degrades individuals based on their physical characteristics. However, it does not contain calls for violence or use vulgar language. The post's focus on mocking appearance might lead to some disagreement among annotators about whether it constitutes hate speech, as it may be seen as offensive but not necessarily hate speech by all.","The post contains derogatory language aimed at an individual, using terms like 'delusion neckbeard' and 'tenhead' to mock someone's appearance. This could be seen as an assault on human dignity, as it degrades individuals based on their physical characteristics. However, it does not contain calls for violence or use vulgar language. The post's focus on mocking appearance might lead to some disagreement among annotators about whether it constitutes hate speech, as it may be seen as offensive but not necessarily hate speech by all. Therefore, I predict a moderate level of disagreement, with percentages of annotators classifying it as hate speech vs. not hate speech being [0.4, 0.6].",0.09999999999999998
28,3079,I'm sure Bill Clinton has a donut for Ariana Grande to lick...https://www.youtube.com/watch?v=Oja97POVbM8,0.4,0.6,0.2,0.8,"The post makes a suggestive comment about Bill Clinton and Ariana Grande, referencing a past incident involving Ariana Grande licking a donut. While the comment is inappropriate and potentially offensive, it does not clearly fall into the categories of hate speech such as assaults on human dignity, calls for violence, or use of vulgarity/slurs against a protected group. The post is more likely to be seen as a crude joke rather than hate speech, leading to low disagreement among annotators.","The post makes a suggestive comment about Bill Clinton and Ariana Grande, referencing a past incident involving Ariana Grande licking a donut. While the comment is inappropriate and potentially offensive, it does not clearly fall into the categories of hate speech such as assaults on human dignity, calls for violence, or use of vulgarity/slurs against a protected group. The post is more likely to be seen as a crude joke rather than hate speech, leading to low disagreement among annotators. Therefore, the predicted percentages of annotators who classify the post as hate speech vs. not hate speech are [0.2, 0.8].",0.2
29,3083,Do you need evidence that Progressives are intellectually superior to the rest of us?Here you go:  'Front Hole',0.6,0.4,0.4,0.6,"The post uses the term 'Front Hole' in a sarcastic manner, likely referring to language used in discussions about gender and anatomy. This could be interpreted as demeaning or mocking individuals who use or advocate for inclusive language, which may be seen as an assault on human dignity. However, the post does not contain explicit calls for violence or vulgar language. The sarcasm and potential mockery could lead to some annotators viewing it as hate speech, while others may see it as a critique of language use, leading to moderate disagreement.","The post uses sarcasm to critique or mock the use of the term 'Front Hole,' which is associated with inclusive language for transgender and non-binary individuals. This could be seen as demeaning or mocking, potentially falling under 'Assaults on Human Dignity.' However, it does not contain explicit vulgarity or calls for violence. The interpretation of whether this is hate speech may vary, leading to moderate disagreement among annotators.",0.19999999999999996
30,3232,"He lives in the Selma March over and over. Worst case of racism I ever saw,and pay your fucking taxes",0.5,0.5,0.6,0.4,"The post contains offensive language ('pay your fucking taxes') which may be interpreted as vulgarity. The reference to 'Selma March' could be seen as invoking historical racial tensions, potentially demeaning or degrading based on race. However, the context is not entirely clear, leading to potential disagreement among annotators about whether it constitutes hate speech or not.","The post uses offensive language and references a historical event associated with racial issues. The lack of clear context or direct assault on a specific group may lead to varying interpretations, resulting in moderate disagreement among annotators.",0.09999999999999998
31,3299,"While I know it’s “not presidential” to take on a lowlife like Omarosa, and while I would rather not be doing so, this is a modern day form of communication and I know the Fake News Media will be working overtime to make even Wacky Omarosa look legitimate as possible. Sorry!",0.5,0.5,0.4,0.6,"The post refers to Omarosa as a 'lowlife' and 'Wacky Omarosa,' which could be seen as demeaning or degrading language. However, it does not explicitly target a protected characteristic such as race, gender, or religion. The post does not contain calls for violence or vulgar language, but the use of derogatory terms may lead to some annotators perceiving it as hate speech. The context of political discourse and the mention of 'Fake News Media' might also influence interpretations, leading to moderate disagreement among annotators.","While I know it’s “not presidential” to take on a lowlife like Omarosa, and while I would rather not be doing so, this is a modern day form of communication and I know the Fake News Media will be working overtime to make even Wacky Omarosa look legitimate as possible. Sorry!",0.09999999999999998
32,3439,Popular leftist terms that do not exist: - Toxic Masculinity - Patriarchy - White Privilege No matter how long the gender studies majors at McDonald's try to push this propaganda we must push back with facts #politics,0.5,0.5,0.6,0.4,"The post dismisses concepts like 'toxic masculinity,' 'patriarchy,' and 'white privilege' as non-existent and labels them as propaganda. This can be seen as an assault on human dignity, as it dismisses issues related to gender and racial inequality that many people experience. The post also uses a derogatory reference to 'gender studies majors at McDonald's,' which could be interpreted as demeaning. However, it does not contain explicit calls for violence or use vulgar language. The disagreement may arise from differing views on whether dismissing these concepts constitutes hate speech, leading to a moderate level of disagreement among annotators.","The post dismisses certain social concepts as non-existent and labels them as propaganda. This can be interpreted as an assault on human dignity, as it dismisses issues related to gender and racial inequality that many people experience. The post also uses a derogatory reference to 'gender studies majors at McDonald's,' which could be interpreted as demeaning. However, it does not contain explicit calls for violence or use vulgar language. The disagreement may arise from differing views on whether dismissing these concepts constitutes hate speech, leading to a moderate level of disagreement among annotators.",0.09999999999999998
