,ID,Text,Hate_pos,Hate_pos_LLM,Hate_neg_LLM,Opinions_LLM,Raw_output_LLM,Hate_diff,Hate_diff_norm,Hate_distance_mean,Hate_distance_mean_LLM
10,1325,To the human Catholic clergy You damn fools to allow this to happen Homosexuals The smoke of Satan Misanthrope,0.5,0.4,0.6,"[""The post uses the phrase 'smoke of Satan' which could be interpreted as a derogatory reference to homosexuals, potentially demeaning them based on sexual orientation."", ""The term 'damn fools' is vulgar and offensive, but it is directed at the Catholic clergy rather than a protected group, which may not constitute hate speech."", 'The post does not explicitly call for violence against any group or individual.', ""The use of 'misanthrope' suggests a general disdain for humanity, which may not be specific enough to be considered hate speech against a protected group."", ""Some annotators might see the post as a critique of the Catholic clergy's actions rather than an attack on homosexuals, leading to differing interpretations.""]","The post contains language that could be interpreted as offensive or derogatory, particularly towards homosexuals, but it does not explicitly call for violence or use slurs. The phrase 'smoke of Satan' could be seen as demeaning, but the overall context may be viewed as a critique of the Catholic clergy rather than a direct assault on a protected group. Given these factors, there is likely to be some disagreement among annotators, with approximately 40% classifying it as hate speech and 60% not classifying it as such.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
11,1447,"Top Psychiatrist: Today’s Left Are Mentally Ill https://yournewswire.com/psychiatrist-left-mentall... via @yournewswire    we already knew this, but it's nice to have it officially confirmed.",0.5,0.4,0.6,"[""The post may be seen as an assault on human dignity as it generalizes and demeans a political group by labeling them as 'mentally ill,' which could be interpreted as degrading."", 'Some annotators might view the post as not constituting hate speech because it does not target a protected characteristic such as race, ethnicity, or religion, but rather a political affiliation.', 'The post does not contain explicit calls for violence, so it may not be considered hate speech by some annotators on this basis.', 'The language used in the post is not overtly vulgar or offensive, which might lead some annotators to classify it as not hate speech.', 'The post could be interpreted as spreading misinformation or reinforcing negative stereotypes about a political group, which some annotators might consider harmful or degrading.']","The post is likely to generate a moderate level of disagreement among annotators. While it does not contain explicit vulgarity or calls for violence, it does make a derogatory generalization about a political group, which some may view as an assault on human dignity. However, because it targets a political affiliation rather than a protected characteristic, others may not classify it as hate speech. Therefore, the predicted distribution of annotator classifications is 40% as hate speech and 60% as not hate speech.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
12,1580,I wouldn't be too surprised if Luke started interrogating random white kids in a chemotherapy ward.,0.5,0.4,0.6,"[""The post may be interpreted as demeaning or degrading towards individuals based on race, as it suggests a negative stereotype about 'white kids.'"", 'The post does not explicitly call for violence or physical harm against any group, but it implies a negative action (interrogating) in a sensitive context (chemotherapy ward).', 'The post contains offensive language by implying an inappropriate and insensitive action in a context involving vulnerable individuals (children in a chemotherapy ward).', 'Some annotators might view the post as a dark or inappropriate joke rather than hate speech, depending on their interpretation of the intent behind the statement.']","The post contains elements that could be interpreted as demeaning towards a racial group and uses an inappropriate context (chemotherapy ward) to make a point, which some might find offensive. However, it does not explicitly call for violence or use vulgar language. Given these factors, there is likely to be some disagreement among annotators, with a moderate percentage classifying it as hate speech due to the racial and sensitive context implications, while others may not see it as hate speech, viewing it as an inappropriate joke or comment. Therefore, the predicted percentages are 40% classifying it as hate speech and 60% not classifying it as hate speech.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
13,1584,"Oh really Nancy?  You're sharp as a tack these days aren't you....this must be so hard to watch.  You have no more influence and it really bothers you.  Too bad, suck it up, your days are numbered!!  Nancy Pelosi: Russia has something on Trump, explains ‘his refusal to stand up to Putin’ at summit. https://tiny.iavian.net/nue3",0.5,0.1,0.9,"['The post is not hate speech as it does not target Nancy Pelosi based on any protected characteristic such as race, gender, or religion.', ""The post contains offensive language ('suck it up') but it is not directed at a group or individual based on a protected characteristic, so it may not be considered hate speech."", ""The post is critical of Nancy Pelosi's political influence and makes a vague threat ('your days are numbered'), which could be interpreted as a call for violence, but it is more likely a metaphorical expression of political rivalry."", 'The post does not contain any explicit calls for violence or physical harm against Nancy Pelosi or any group.', 'The post could be seen as demeaning towards Nancy Pelosi by suggesting she has lost influence, but it does not degrade her based on a protected characteristic.']","The post is likely to be classified as not hate speech by the majority of annotators. While it contains some offensive language and a metaphorical threat, it does not explicitly target Nancy Pelosi based on a protected characteristic, nor does it incite violence. Therefore, it is expected that 10% of annotators might classify it as hate speech due to the offensive language and metaphorical threat, while 90% would classify it as not hate speech.",0.4,0.4000000000000001,0.0,0.4
14,1617,He did fuck all except promote violence against white people give money to terrorism and try and start a racewar... Useless President who still comes up first on auto-correct after typing President ..Deepstate also.. ,0.5,0.6,0.4,"['The post contains vulgar and offensive language, which may be seen as inappropriate but not necessarily hate speech.', 'The post accuses a specific individual of promoting violence against a racial group, which could be interpreted as an assault on human dignity if the accusation is unfounded or exaggerated.', 'The post suggests that the individual supported terrorism and attempted to start a race war, which could be seen as a call for violence if taken literally.', 'Some annotators might view the post as a political opinion rather than hate speech, focusing on the criticism of a public figure rather than the racial implications.', ""The mention of 'Deepstate' might be interpreted as a conspiracy theory, which could influence the perception of the post's intent.""]","The post contains elements that could be interpreted as hate speech, particularly in its accusations of promoting violence against a racial group and supporting terrorism. However, the post also includes political commentary and conspiracy theory elements, which might lead some annotators to view it as a political opinion rather than hate speech. The use of vulgar language adds to the offensiveness but does not necessarily constitute hate speech on its own. Given these factors, there is likely to be moderate disagreement among annotators, with approximately 60% classifying it as hate speech and 40% not classifying it as such.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
15,1666,John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,0.5,0.1,0.9,"['The post references a controversial moment involving John McCain, which could be seen as offensive or in poor taste, but it does not directly assault human dignity based on protected characteristics.', 'The post does not contain any explicit calls for violence, as it merely references a past event and a song cover.', 'The use of hashtags and the mention of a song cover suggest that the post is more about music and less about promoting hate speech.', ""The post could be interpreted as a critique of John McCain's actions, but it does not use vulgar or offensive language."", ""Some annotators might see the reference to 'Bomb Iran' as insensitive or provocative, but it is not a direct incitement to violence.""]","The post is likely to be interpreted as not constituting hate speech by the majority of annotators. It references a historical event and a song cover without using offensive language or directly inciting violence. Therefore, approximately 10% of annotators might classify it as hate speech due to the sensitive nature of the 'Bomb Iran' reference, while 90% would likely classify it as not hate speech.",0.4,0.4000000000000001,0.0,0.4
16,2058,That Time Telco Lobbyists Sent Me All Their Talking Points About Trying To Shift The Blame To Internet Companies https://www.techdirt.com/articles/20180829/1803074...,0.5,0.0,1.0,"['The post is a critique of telco lobbyists and does not target any specific group based on race, ethnicity, gender, religion, or sexual orientation, so it does not assault human dignity.', 'The post does not contain any calls for violence or incitement to physical harm against any individuals or groups.', 'The post does not use vulgarity or offensive language; it is a critique of corporate practices and lobbying efforts.', 'The post is focused on a specific issue related to telecommunications and internet companies, which is not typically associated with hate speech.']","The post is a critique of telco lobbyists and their tactics, focusing on corporate practices rather than targeting any protected group or using offensive language. It does not meet the criteria for hate speech as it does not assault human dignity, call for violence, or use vulgar language. Therefore, it is likely that 0% of annotators would classify it as hate speech, and 100% would classify it as not hate speech. The disagreement level is low, as the post clearly does not fall into any hate speech categories.",0.5,0.5,0.0,0.5
17,2062,I am a Roman Catholic.  Our church is corrupt.  We need reformation.,0.4,0.0,1.0,"['The post is a critique of the Roman Catholic Church and does not target individuals or groups based on protected characteristics, so it is not hate speech.', 'The post does not incite or encourage violence against any individuals or groups, so it is not hate speech.', 'The post does not contain vulgarity, slurs, or offensive language, so it is not hate speech.', 'The post expresses a personal opinion about the need for reformation within the church, which is a form of free speech and not hate speech.']","The post is a personal critique of the Roman Catholic Church, focusing on the need for reformation. It does not demean or degrade individuals or groups based on protected characteristics, nor does it incite violence or use offensive language. Therefore, it is unlikely to be classified as hate speech by annotators. The disagreement level is low, as the post clearly does not fall into any hate speech categories. The predicted percentage of annotators who classify the post as hate speech is 0%, while 100% would classify it as not hate speech.",0.4,0.2666666666666667,0.09999999999999998,0.5
18,2063,"In America, Right Wing can best be described as people who are self-sufficient and want to be left alone.  Left Wing is best described as people who are dependent and want to tell everyone else what to do.",0.6,0.1,0.9,"['The post is a generalization of political groups and does not target any specific race, ethnicity, gender, religion, or sexual orientation, so it may not be considered hate speech by some annotators.', 'The post does not contain any explicit calls for violence or physical harm against any group, which may lead some annotators to classify it as not hate speech.', 'The language used in the post is not vulgar or offensive, which may lead some annotators to classify it as not hate speech.', 'Some annotators might view the post as demeaning or degrading to individuals based on their political beliefs, which could be seen as an assault on human dignity.', 'The post could be interpreted as promoting stereotypes about political groups, which might be considered offensive by some annotators.']","The post is likely to be classified as not hate speech by the majority of annotators due to the lack of explicit hate speech elements such as vulgarity, calls for violence, or direct assaults on protected characteristics. However, a small percentage might view it as offensive or demeaning based on political stereotypes. Therefore, the predicted percentages are [0.1, 0.9], with 10% classifying it as hate speech and 90% as not hate speech.",0.5,0.5,0.09999999999999998,0.4
19,2243,"Now that Infowars has been hit by the Silicon Valley Death Star, I am amazed Twitter didn’t join in. But they are the same liberal far left trash and probably wanted to join the other kids kicking a dog when it’s down. Scum.",0.5,0.1,0.9,"[""The post uses derogatory language ('trash', 'scum') which could be seen as offensive but not necessarily hate speech."", ""The post does not target a specific protected group based on race, ethnicity, gender, religion, or sexual orientation, so it may not be considered hate speech under 'assaults on human dignity'."", 'The post does not contain explicit calls for violence against any individual or group.', ""The post expresses a strong negative opinion about a political group ('liberal far left') but does not use slurs or profanity directed at a protected group."", 'Some annotators might see the language as contributing to a hostile environment, while others might see it as political opinion.']","The post contains derogatory language and a strong negative opinion about a political group, but it does not explicitly target a protected group or incite violence. Therefore, it is likely that a small percentage of annotators might classify it as hate speech due to the offensive language, while the majority would not consider it hate speech. The disagreement level is low as the post does not clearly fall into the hate speech categories. Predicted percentages: 10% hate speech, 90% not hate speech.",0.4,0.4000000000000001,0.0,0.4
20,2318,"""A place to discuss Jesus with fellow clean-living Christians"" lol that description. But wasn't christianity responsible for the tentacle hentai?",0.5,0.1,0.9,"['The post is not hate speech as it does not demean or degrade individuals or groups based on protected characteristics. It seems to be a sarcastic or humorous comment about Christianity.', 'The post does not contain calls for violence or incite physical harm against any group or individual.', 'The post uses a humorous or sarcastic tone, which might be seen as offensive to some, but it does not use vulgarity or slurs.', 'Some annotators might find the post offensive to Christians as it makes a sarcastic remark about the religion, potentially mocking it.', 'The post could be interpreted as a critique of Christianity, but it does not explicitly attack or demean Christians as a group.']","The post is likely to be interpreted as not constituting hate speech by most annotators. It uses a sarcastic tone to make a point about Christianity, but it does not contain explicit hate speech elements such as demeaning language, calls for violence, or vulgarity. Therefore, it is expected that a small percentage of annotators might see it as offensive or in poor taste, but the majority would not classify it as hate speech. The disagreement level is low, as the post does not clearly fall into any hate speech category.",0.4,0.4000000000000001,0.0,0.4
21,2590,"All across the West media tycoons are in cahoots with governments, banks and big corporations and yet no one seems to connect the dots as to why MSM is covering up the sins of the rich and powerful. What free press? It's been gone since the 19th century.",0.5,0.1,0.9,"['The post criticizes media and government institutions but does not target any specific group based on race, ethnicity, gender, religion, or other protected characteristics, so it may not be considered hate speech by some annotators.', 'The post does not contain any explicit calls for violence or physical harm against individuals or groups, which may lead annotators to classify it as not hate speech.', 'The language used in the post is not vulgar or offensive, which may lead annotators to view it as a critique rather than hate speech.', 'Some annotators might view the post as promoting conspiracy theories, which could be seen as harmful or misleading, but not necessarily hate speech.']","The post is likely to be classified as not hate speech by the majority of annotators due to the lack of direct attacks on protected groups, absence of calls for violence, and non-vulgar language. However, a small percentage might consider it as hate speech due to its conspiratorial tone.",0.4,0.4000000000000001,0.0,0.4
22,2610,People are such fucking slobs. Anyone who wears flip-flops to the airport ought to be subject to execution.,0.5,0.3,0.7,"[""The post uses vulgar and offensive language ('fucking slobs') which may be seen as inappropriate but not necessarily hate speech."", 'The statement about execution is hyperbolic and not a genuine call for violence, but it could be interpreted as promoting violence in a joking manner.', 'The post does not target a specific protected group based on race, ethnicity, gender, religion, or sexual orientation, so it may not be considered an assault on human dignity.', 'Some annotators might see the hyperbolic language as a form of hate speech due to its violent imagery, while others might see it as a joke or exaggeration not meant to be taken seriously.']","The post contains offensive language and hyperbolic statements that could be interpreted in different ways. While it does not target a specific protected group, the mention of execution could be seen as promoting violence, albeit in a non-serious manner. Therefore, there is likely to be some disagreement among annotators, with approximately 30% classifying it as hate speech and 70% not classifying it as such.",0.2,0.20000000000000004,0.0,0.2
23,2611,"Bitching on social media may be cathartic, but the best way to fight the biased lefty press is not to watch, mention, click, link, post, or refer to their lefty crap.  Even by complaining (mentioning) you’re giving them data to sell to their advertisers. Take away their ability to sell your data, take away your eyeballs and they’ll go out of business over time.",0.5,0.1,0.9,"[""The post uses the term 'bitching,' which some may find vulgar or offensive, but it is not directed at a specific individual or group based on protected characteristics."", ""The post criticizes the 'biased lefty press,' which could be seen as a political opinion rather than hate speech, as it does not target a protected characteristic."", 'There is no call for violence or incitement to harm in the post; it suggests a non-violent method of protest by not engaging with certain media.', ""Some annotators might view the term 'lefty crap' as offensive or derogatory, but it is more likely to be interpreted as a strong political opinion rather than hate speech."", 'The post does not demean or degrade individuals based on race, ethnicity, gender, religion, sexual orientation, or other protected characteristics.']","The post is likely to be interpreted as a strong political opinion rather than hate speech. While it uses some offensive language, it does not target individuals or groups based on protected characteristics, nor does it incite violence. Therefore, it is expected that a small percentage of annotators might classify it as hate speech due to the use of terms like 'bitching' and 'lefty crap,' but the majority would not. The disagreement level is low.",0.4,0.4000000000000001,0.0,0.4
24,2662,'Front Hole'  https://www.healthline.com/health/lgbtqia-safe-sex...    Please explain the objectification of women in the current context. Thanks.,0.5,0.3,0.7,"[""The post uses the term 'Front Hole,' which some may find offensive or objectifying towards women, as it reduces a complex human identity to a body part."", 'The post includes a link to a health article, which may suggest an educational intent rather than a derogatory one, leading some to not classify it as hate speech.', 'Some annotators might view the term as part of inclusive language efforts, aiming to be respectful towards transgender and non-binary individuals, thus not seeing it as hate speech.', 'Others might see the term as vulgar or inappropriate, especially if they are not familiar with its use in inclusive language contexts, potentially classifying it as hate speech.']","The post uses the term 'Front Hole,' which can be interpreted in various ways. Some annotators might find it objectifying or offensive towards women, as it reduces a complex human identity to a body part. However, the inclusion of a link to a health article suggests an educational intent, which might lead others to not classify it as hate speech. Additionally, some might view the term as part of inclusive language efforts, aiming to be respectful towards transgender and non-binary individuals, thus not seeing it as hate speech. On the other hand, others might see the term as vulgar or inappropriate, especially if they are not familiar with its use in inclusive language contexts. Given these differing perspectives, there is likely to be a moderate level of disagreement among annotators, with an estimated 30% classifying it as hate speech and 70% not classifying it as such.",0.2,0.20000000000000004,0.0,0.2
25,2713,"The Horrific A friend and former business partner who also is a retired policeman sent this along to me today. It describes a case he had, which was the wreckage left behind by one homosexual priest. Predators. Gay predators. Which sounds like a joke. But as my friend knows better than anyone, it most certainly is not:",0.5,0.6,0.4,"[""The post uses the term 'gay predators' which could be seen as demeaning to individuals based on sexual orientation, potentially falling under assaults on human dignity."", 'The post does not explicitly call for violence against any group, so it may not be seen as inciting violence.', ""The language used in the post, such as 'predators,' could be considered offensive or vulgar, especially in the context of discussing a specific group, which might be interpreted as hate speech by some annotators."", 'Some annotators might view the post as a critique of a specific incident involving a priest and not as a generalization about all homosexuals, thus not classifying it as hate speech.', 'The post could be interpreted as perpetuating harmful stereotypes about homosexuals, which might lead some annotators to classify it as hate speech.']","The post contains language that could be interpreted as demeaning to individuals based on sexual orientation, particularly with the use of terms like 'gay predators.' This could lead some annotators to classify it as hate speech due to assaults on human dignity. However, the post does not explicitly call for violence, which might lead others to not classify it as hate speech. The use of potentially offensive language, such as 'predators,' could also contribute to differing opinions. Some annotators might see the post as a critique of a specific incident rather than a generalization, leading to a split in classification. Overall, there is likely to be moderate disagreement among annotators, with an estimated 60% classifying it as hate speech and 40% not classifying it as such.",0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998
26,2923,Liberal collateral damage.,0.5,0.3,0.7,"[""The post uses the term 'collateral damage' which could imply harm or loss, but it is not explicitly calling for violence or harm against liberals."", ""The term 'liberal' is used, which could be seen as targeting a political group, but it does not explicitly demean or degrade individuals based on protected characteristics."", 'The post lacks vulgarity or offensive language, as it does not contain profanity or slurs.', 'The phrase could be interpreted as dismissive or trivializing harm to a group, which might be seen as an assault on human dignity by some annotators.', 'Some annotators might view the post as a political statement rather than hate speech, focusing on the lack of explicit calls for violence or offensive language.']","The post 'Liberal collateral damage' is likely to result in high disagreement among annotators. Some may see it as a political statement without explicit hate speech elements, while others might interpret it as trivializing harm to a group, potentially assaulting human dignity. Given these interpretations, approximately 30% of annotators might classify it as hate speech, while 70% might not.",0.2,0.20000000000000004,0.0,0.2
27,3075,"Man, this delusion neckbeard has a wife who doesn't have a forehead...That cone skull ranks at least a tenhead.  Geez.https://www.thesun.co.uk/news/7148589/inside-churc...",0.5,0.3,0.7,"[""The post uses derogatory language ('delusion neckbeard') that could be seen as demeaning to individuals based on appearance or stereotypes, which might be considered an assault on human dignity."", 'The post does not contain any explicit calls for violence or incitement to harm, so it is unlikely to be classified as hate speech based on this aspect.', ""The use of terms like 'tenhead' and 'cone skull' could be interpreted as vulgar or offensive language, targeting someone's physical appearance, which might be seen as degrading."", 'Some annotators might view the post as a form of cyberbullying or harassment due to its mocking tone and focus on physical appearance, which could influence their classification as hate speech.', 'Others might see the post as merely a rude or offensive joke without serious intent to harm, thus not classifying it as hate speech.']","The post contains derogatory and potentially offensive language targeting an individual's appearance, which could be seen as an assault on human dignity. However, it lacks explicit calls for violence. The vulgarity and mocking tone might lead some annotators to classify it as hate speech, while others may see it as a rude joke. Given these factors, there is likely to be some disagreement among annotators, but not extremely high. Therefore, approximately 30% might classify it as hate speech, while 70% might not.",0.2,0.20000000000000004,0.0,0.2
